model,interest_rate,loan_amount,loan_term,run_code,expected_answer,actual_answer,question_number
gpt-4o,10,800000,15,False,8596.84,8583.0,1
gpt-4o,10,800000,15,False,8596.84,8596.0,1
gpt-4o,10,800000,15,False,8596.84,8591.671474,1
gpt-4o,10,800000,15,False,8596.84,8606.64,1
gpt-4o,10,800000,30,True,7020.57,7028.19,1
gpt-4o,10,800000,30,True,7020.57,7021.755026094214,1
gpt-4o,10,800000,30,True,7020.57,7020.57,1
gpt-4o,10,800000,30,True,7020.57,7027.79,1
gpt-4o,10,800000,30,True,7020.57,7020.572560710394,1
gpt-4o,10,800000,30,False,7020.57,7013.06,1
gpt-4o,10,800000,30,False,7020.57,7027.25,1
gpt-4o,10,800000,30,False,7020.57,7027.12,1
gpt-4o,10,800000,30,False,7020.57,7028.15,1
gpt-4o,10,800000,30,False,7020.57,7026.74,1
gpt-4o,10,900000,15,True,9671.45,9655.08,1
gpt-4o,10,900000,15,True,9671.45,9671.44605937306,1
gpt-4o,10,900000,15,True,9671.45,9677.948258813454,1
gpt-4o,10,900000,15,True,9671.45,9671.45,1
gpt-4o,10,900000,15,True,9671.45,9664.28,1
gpt-4o,10,900000,15,False,9671.45,9650.22,1
gpt-4o,10,900000,15,False,9671.45,9660.71,1
gpt-4o,10,900000,15,False,9671.45,9659.38,1
gpt-4o,10,900000,15,False,9671.45,9679.13,1
gpt-4o,10,900000,15,False,9671.45,9655.0,1
gpt-4o,10,900000,30,True,7898.14,7898.144130799193,1
gpt-4o,10,900000,30,True,7898.14,7898.144130799193,1
gpt-4o,10,900000,30,True,7898.14,7895.4,1
gpt-4o,10,900000,30,True,7898.14,7897.26,1
gpt-4o,10,900000,30,True,7898.14,7898.14,1
gpt-4o,10,900000,30,False,7898.14,7893.11,1
gpt-4o,10,900000,30,False,7898.14,7895.17,1
gpt-4o,10,900000,30,False,7898.14,7895.2,1
gpt-4o,10,900000,30,False,7898.14,7895.05,1
gpt-4o,10,900000,30,False,7898.14,7897.44,1
gpt-4o,10,1000000,15,True,10746.05,10746.05,1
gpt-4o,10,1000000,15,True,10746.05,10746.02,1
gpt-4o,10,1000000,15,True,10746.05,10746.051177081177,1
gpt-4o,10,1000000,15,True,10746.05,10746.0,1
gpt-4o,10,1000000,15,True,10746.05,10746.0,1
gpt-4o,10,1000000,15,False,10746.05,10746.0,1
gpt-4o,10,1000000,15,False,10746.05,10746.02,1
gpt-4o,10,1000000,15,False,10746.05,10746.02,1
gpt-4o,10,1000000,15,False,10746.05,10746.97,1
gpt-4o,10,1000000,15,False,10746.05,10746.0,1
gpt-4o,10,1000000,30,True,8775.72,8775.72,1
gpt-4o,10,1000000,30,True,8775.72,8775.3,1
gpt-4o,10,1000000,30,True,8775.72,8775.715700887993,1
gpt-4o,10,1000000,30,True,8775.72,8775.3,1
gpt-4o,10,1000000,30,True,8775.72,8775.3,1
gpt-4o,10,1000000,30,False,8775.72,8775.3,1
gpt-4o,10,1000000,30,False,8775.72,8775.3,1
gpt-4o,10,1000000,30,False,8775.72,8775.3,1
gpt-4o,10,1000000,30,False,8775.72,8775.3,1
gpt-4o,10,1000000,30,False,8775.72,8775.3,1
gpt-4o,10,1100000,15,True,11820.66,11820.656294789296,1
gpt-4o,10,1100000,15,True,11820.66,11813.06,1
gpt-4o,10,1100000,15,True,11820.66,11806.0,1
gpt-4o,10,1100000,15,True,11820.66,11820.656294789296,1
gpt-4o,10,1100000,15,True,11820.66,11835.15,1
gpt-4o,10,1100000,15,False,11820.66,11854.31,1
gpt-4o,10,1100000,15,False,11820.66,11805.92,1
gpt-4o,10,1100000,15,False,11820.66,11804.22,1
gpt-4o,10,1100000,15,False,11820.66,11830.39,1
gpt-4o,10,1100000,15,False,11820.66,11834.48,1
gpt-4o,10,1100000,30,True,9653.29,9643.056011,1
gpt-4o,10,1100000,30,True,9653.29,9642.39428457209,1
gpt-4o,10,1100000,30,True,9653.29,9642.98,1
gpt-4o,10,1100000,30,True,9653.29,9642.95,1
gpt-4o,10,1100000,30,True,9653.29,9642.77,1
gpt-4o,10,1100000,30,False,9653.29,9643.46,1
gpt-4o,10,1100000,30,False,9653.29,9656.09,1
gpt-4o,10,1100000,30,False,9653.29,9642.0,1
gpt-4o,10,1100000,30,False,9653.29,9643.29,1
gpt-4o,10,1100000,30,False,9653.29,9643.0,1
gpt-4o,10,1200000,15,True,12895.26,12895.261412497413,1
gpt-4o,10,1200000,15,True,12895.26,2895.26,1
gpt-4o,10,1200000,15,True,12895.26,12895.26,1
gpt-4o,10,1200000,15,True,12895.26,12895.261412497413,1
gpt-4o,10,1200000,15,True,12895.26,129020.91,1
gpt-4o,10,1200000,15,False,12895.26,129047.0,1
gpt-4o,10,1200000,15,False,12895.26,12897.0,1
gpt-4o,10,1200000,15,False,12895.26,12896.89,1
gpt-4o,10,1200000,15,False,12895.26,12895.04,1
gpt-4o,10,1200000,15,False,12895.26,12892.17,1
gpt-4o,10,1200000,30,True,10530.86,10525.37,1
gpt-4o,10,1200000,30,True,10530.86,105304.0,1
gpt-4o,10,1200000,30,True,10530.86,105351.0,1
gpt-4o,10,1200000,30,True,10530.86,10532.24,1
gpt-4o,10,1200000,30,True,10530.86,10530.86,1
gpt-4o,10,1200000,30,False,10530.86,10523.540555,1
gpt-4o,10,1200000,30,False,10530.86,10526.91,1
gpt-4o,10,1200000,30,False,10530.86,10533.21,1
gpt-4o,10,1200000,30,False,10530.86,10521.09,1
gpt-4o,10,1200000,30,False,10530.86,105505.62,1
o4-mini,1,300000,15,False,1795.48,1795.38,1
o4-mini,1,300000,15,False,1795.48,1795.7,1
o4-mini,1,300000,15,False,1795.48,1795.5,1
o4-mini,1,300000,15,False,1795.48,1797.02,1
o4-mini,1,300000,15,False,1795.48,1793.4,1
o4-mini,1,300000,30,False,964.92,964.81,1
o4-mini,1,300000,30,False,964.92,965.07,1
o4-mini,1,300000,30,False,964.92,964.91,1
o4-mini,1,300000,30,False,964.92,964.96,1
o4-mini,1,300000,30,False,964.92,965.01,1
o4-mini,1,400000,15,False,2393.98,2393.98,1
o4-mini,1,400000,15,False,2393.98,2393.97,1
o4-mini,1,400000,15,False,2393.98,2393.8,1
o4-mini,1,400000,15,False,2393.98,2393.97,1
o4-mini,1,400000,15,False,2393.98,2393.98,1
o4-mini,1,400000,30,False,1286.56,1286.64,1
o4-mini,1,400000,30,False,1286.56,1286.52,1
o4-mini,1,400000,30,False,1286.56,1286.32,1
o4-mini,1,400000,30,False,1286.56,1286.4,1
o4-mini,1,400000,30,False,1286.56,1286.62,1
o4-mini,1,500000,15,False,2992.47,2992.41,1
o4-mini,1,500000,15,False,2992.47,2991.78,1
o4-mini,1,500000,15,False,2992.47,2992.09,1
o4-mini,1,500000,15,False,2992.47,2992.47,1
o4-mini,1,500000,15,False,2992.47,2995.64,1
o4-mini,1,500000,30,False,1608.2,1608.55,1
o4-mini,1,500000,30,False,1608.2,1608.08,1
o4-mini,1,500000,30,False,1608.2,1608.08,1
o4-mini,1,500000,30,False,1608.2,1608.16,1
o4-mini,1,500000,30,False,1608.2,1607.72,1
o4-mini,1,600000,15,False,3590.97,3591.5,1
o4-mini,1,600000,15,False,3590.97,3592.72,1
o4-mini,1,600000,15,False,3590.97,3590.96,1
o4-mini,1,600000,15,False,3590.97,3590.97,1
o4-mini,1,600000,15,False,3590.97,3590.14,1
o4-mini,1,600000,30,False,1929.84,1929.94,1
o4-mini,1,600000,30,False,1929.84,1929.31,1
o4-mini,1,600000,30,False,1929.84,1929.75,1
o4-mini,1,600000,30,False,1929.84,1932.01,1
o4-mini,1,600000,30,False,1929.84,1929.47,1
o4-mini,1,700000,15,False,4189.46,4188.83,1
o4-mini,1,700000,15,False,4189.46,4189.48,1
o4-mini,1,700000,15,False,4189.46,4189.51,1
o4-mini,1,700000,15,False,4189.46,4189.5,1
o4-mini,1,700000,15,False,4189.46,4189.51,1
o4-mini,1,700000,30,False,2251.48,2250.17,1
o4-mini,1,700000,30,False,2251.48,2251.57,1
o4-mini,1,700000,30,False,2251.48,2250.19,1
o4-mini,1,700000,30,False,2251.48,2251.48,1
o4-mini,1,700000,30,False,2251.48,2251.81,1
o4-mini,1,800000,15,False,4787.96,4787.96,1
o4-mini,1,800000,15,False,4787.96,4787.96,1
o4-mini,1,800000,15,False,4787.96,4787.96,1
o4-mini,1,800000,15,False,4787.96,4787.98,1
o4-mini,1,800000,15,False,4787.96,4787.93,1
o4-mini,1,800000,30,False,2573.12,2573.12,1
o4-mini,1,800000,30,False,2573.12,2573.1,1
o4-mini,1,800000,30,False,2573.12,2574.04,1
o4-mini,1,800000,30,False,2573.12,2572.07,1
o4-mini,1,800000,30,False,2573.12,2573.49,1
o4-mini,1,900000,15,False,5386.45,5386.44,1
o4-mini,1,900000,15,False,5386.45,5386.57,1
o4-mini,1,900000,15,False,5386.45,5387.87,1
o4-mini,1,900000,15,False,5386.45,5384.15,1
o4-mini,1,900000,15,False,5386.45,5385.39,1
o4-mini,1,900000,30,False,2894.76,2895.13,1
o4-mini,1,900000,30,False,2894.76,2892.83,1
o4-mini,1,900000,30,False,2894.76,2894.76,1
o4-mini,1,900000,30,False,2894.76,2893.23,1
o4-mini,1,900000,30,False,2894.76,2894.9,1
o4-mini,1,1000000,15,False,5984.95,5983.33,1
o4-mini,1,1000000,15,False,5984.95,5984.83,1
o4-mini,1,1000000,15,False,5984.95,5985.87,1
o4-mini,1,1000000,15,False,5984.95,5985.03,1
o4-mini,1,1000000,15,False,5984.95,5984.84,1
o4-mini,1,1000000,30,False,3216.4,3216.41,1
o4-mini,1,1000000,30,False,3216.4,3217.18,1
o4-mini,1,1000000,30,False,3216.4,3216.4,1
o4-mini,1,1000000,30,False,3216.4,3216.41,1
o4-mini,1,1000000,30,False,3216.4,3216.14,1
o4-mini,1,1100000,15,False,6583.44,6583.46,1
o4-mini,1,1100000,15,False,6583.44,6581.26,1
o4-mini,1,1100000,15,False,6583.44,6583.41,1
o4-mini,1,1100000,15,False,6583.44,6594.63,1
o4-mini,1,1100000,15,False,6583.44,6583.4,1
o4-mini,1,1100000,30,False,3538.03,3537.37,1
o4-mini,1,1100000,30,False,3538.03,3539.3,1
o4-mini,1,1100000,30,False,3538.03,3543.36,1
o4-mini,1,1100000,30,False,3538.03,3538.12,1
o4-mini,1,1100000,30,False,3538.03,3538.04,1
o4-mini,1,1200000,15,False,7181.93,7181.89,1
o4-mini,1,1200000,15,False,7181.93,7181.1,1
o4-mini,1,1200000,15,False,7181.93,7182.0,1
o4-mini,1,1200000,15,False,7181.93,7181.95,1
o4-mini,1,1200000,15,False,7181.93,7176.08,1
o4-mini,1,1200000,30,False,3859.67,3859.37,1
o4-mini,1,1200000,30,False,3859.67,3859.72,1
o4-mini,1,1200000,30,False,3859.67,3859.98,1
o4-mini,1,1200000,30,False,3859.67,3859.49,1
o4-mini,1,1200000,30,False,3859.67,3859.49,1
o4-mini,2,300000,15,False,1930.53,1930.0,1
o4-mini,2,300000,15,False,1930.53,1930.54,1
o4-mini,2,300000,15,False,1930.53,1930.5,1
o4-mini,2,300000,15,False,1930.53,1928.37,1
o4-mini,2,300000,15,False,1930.53,1930.54,1
o4-mini,2,300000,30,False,1108.86,1108.86,1
o4-mini,2,300000,30,False,1108.86,1107.79,1
o4-mini,2,300000,30,False,1108.86,1108.67,1
o4-mini,2,300000,30,False,1108.86,1108.02,1
o4-mini,2,300000,30,False,1108.86,1108.56,1
o4-mini,2,400000,15,False,2574.03,2574.0,1
o4-mini,2,400000,15,False,2574.03,2574.47,1
o4-mini,2,400000,15,False,2574.03,2574.31,1
o4-mini,2,400000,15,False,2574.03,2573.08,1
o4-mini,2,400000,15,False,2574.03,2574.04,1
o4-mini,2,400000,30,False,1478.48,1478.29,1
o4-mini,2,400000,30,False,1478.48,1478.64,1
o4-mini,2,400000,30,False,1478.48,1477.58,1
o4-mini,2,400000,30,False,1478.48,1478.43,1
o4-mini,2,400000,30,False,1478.48,1478.4,1
o4-mini,2,500000,15,False,3217.54,3217.48,1
o4-mini,2,500000,15,False,3217.54,3217.66,1
o4-mini,2,500000,15,False,3217.54,3214.84,1
o4-mini,2,500000,15,False,3217.54,3215.37,1
o4-mini,2,500000,15,False,3217.54,3217.68,1
o4-mini,2,500000,30,False,1848.1,1847.42,1
o4-mini,2,500000,30,False,1848.1,1847.58,1
o4-mini,2,500000,30,False,1848.1,1847.11,1
o4-mini,2,500000,30,False,1848.1,1847.89,1
o4-mini,2,500000,30,False,1848.1,1847.79,1
o4-mini,2,600000,15,False,3861.05,3861.06,1
o4-mini,2,600000,15,False,3861.05,3861.06,1
o4-mini,2,600000,15,False,3861.05,3860.18,1
o4-mini,2,600000,15,False,3861.05,3861.06,1
o4-mini,2,600000,15,False,3861.05,3860.26,1
o4-mini,2,600000,30,False,2217.72,2217.86,1
o4-mini,2,600000,30,False,2217.72,2217.72,1
o4-mini,2,600000,30,False,2217.72,2216.32,1
o4-mini,2,600000,30,False,2217.72,2217.42,1
o4-mini,2,600000,30,False,2217.72,2217.24,1
o4-mini,2,700000,15,False,4504.56,4503.16,1
o4-mini,2,700000,15,False,4504.56,4503.17,1
o4-mini,2,700000,15,False,4504.56,4499.61,1
o4-mini,2,700000,15,False,4504.56,4503.27,1
o4-mini,2,700000,15,False,4504.56,4503.23,1
o4-mini,2,700000,30,False,2587.34,2585.64,1
o4-mini,2,700000,30,False,2587.34,2586.33,1
o4-mini,2,700000,30,False,2587.34,2587.33,1
o4-mini,2,700000,30,False,2587.34,2587.15,1
o4-mini,2,700000,30,False,2587.34,2587.34,1
o4-mini,2,800000,15,False,5148.07,5144.64,1
o4-mini,2,800000,15,False,5148.07,5149.54,1
o4-mini,2,800000,15,False,5148.07,5147.51,1
o4-mini,2,800000,15,False,5148.07,5149.1,1
o4-mini,2,800000,15,False,5148.07,5148.08,1
o4-mini,2,800000,30,False,2956.96,2956.48,1
o4-mini,2,800000,30,False,2956.96,2956.19,1
o4-mini,2,800000,30,False,2956.96,2956.8,1
o4-mini,2,800000,30,False,2956.96,2956.74,1
o4-mini,2,800000,30,False,2956.96,2957.28,1
o4-mini,2,900000,15,False,5791.58,5791.61,1
o4-mini,2,900000,15,False,5791.58,5791.52,1
o4-mini,2,900000,15,False,5791.58,5791.5,1
o4-mini,2,900000,15,False,5791.58,5793.77,1
o4-mini,2,900000,15,False,5791.58,5794.27,1
o4-mini,2,900000,30,False,3326.58,3326.22,1
o4-mini,2,900000,30,False,3326.58,3325.62,1
o4-mini,2,900000,30,False,3326.58,3326.32,1
o4-mini,2,900000,30,False,3326.58,3325.46,1
o4-mini,2,900000,30,False,3326.58,3326.0,1
o4-mini,2,1000000,15,False,6435.09,6433.5,1
o4-mini,2,1000000,15,False,6435.09,6434.46,1
o4-mini,2,1000000,15,False,6435.09,6435.1,1
o4-mini,2,1000000,15,False,6435.09,6433.51,1
o4-mini,2,1000000,15,False,6435.09,6434.89,1
o4-mini,2,1000000,30,False,3696.19,3693.54,1
o4-mini,2,1000000,30,False,3696.19,3695.28,1
o4-mini,2,1000000,30,False,3696.19,3695.91,1
o4-mini,2,1000000,30,False,3696.19,3694.29,1
o4-mini,2,1000000,30,False,3696.19,3695.75,1
o4-mini,2,1100000,15,False,7078.6,7078.57,1
o4-mini,2,1100000,15,False,7078.6,7076.31,1
o4-mini,2,1100000,15,False,7078.6,7076.97,1
o4-mini,2,1100000,15,False,7078.6,7073.09,1
o4-mini,2,1100000,15,False,7078.6,7069.55,1
o4-mini,2,1100000,30,False,4065.81,4065.38,1
o4-mini,2,1100000,30,False,4065.81,4065.82,1
o4-mini,2,1100000,30,False,4065.81,4064.82,1
o4-mini,2,1100000,30,False,4065.81,4064.89,1
o4-mini,2,1100000,30,False,4065.81,4065.81,1
o4-mini,2,1200000,15,False,7722.1,7722.12,1
o4-mini,2,1200000,15,False,7722.1,7720.27,1
o4-mini,2,1200000,15,False,7722.1,7723.0,1
o4-mini,2,1200000,15,False,7722.1,7720.0,1
o4-mini,2,1200000,15,False,7722.1,7723.0,1
o4-mini,2,1200000,30,False,4435.43,4434.04,1
o4-mini,2,1200000,30,False,4435.43,4434.93,1
o4-mini,2,1200000,30,False,4435.43,4438.75,1
o4-mini,2,1200000,30,False,4435.43,4434.11,1
o4-mini,2,1200000,30,False,4435.43,4435.98,1
o4-mini,3,300000,15,False,2071.74,2071.74,1
o4-mini,3,300000,15,False,2071.74,2070.37,1
o4-mini,3,300000,15,False,2071.74,2070.31,1
o4-mini,3,300000,15,False,2071.74,2071.17,1
o4-mini,3,300000,15,False,2071.74,2070.6,1
o4-mini,3,300000,30,False,1264.81,1264.81,1
o4-mini,3,300000,30,False,1264.81,1264.81,1
o4-mini,3,300000,30,False,1264.81,1264.81,1
o4-mini,3,300000,30,False,1264.81,1264.81,1
o4-mini,3,300000,30,False,1264.81,1264.14,1
o4-mini,3,400000,15,False,2762.33,2761.22,1
o4-mini,3,400000,15,False,2762.33,2762.29,1
o4-mini,3,400000,15,False,2762.33,2762.33,1
o4-mini,3,400000,15,False,2762.33,2760.76,1
o4-mini,3,400000,15,False,2762.33,2761.54,1
o4-mini,3,400000,30,False,1686.42,1686.4,1
o4-mini,3,400000,30,False,1686.42,1686.42,1
o4-mini,3,400000,30,False,1686.42,1686.3,1
o4-mini,3,400000,30,False,1686.42,1685.69,1
o4-mini,3,400000,30,False,1686.42,1686.42,1
o4-mini,3,500000,15,False,3452.91,3453.05,1
o4-mini,3,500000,15,False,3452.91,3448.79,1
o4-mini,3,500000,15,False,3452.91,3452.88,1
o4-mini,3,500000,15,False,3452.91,3449.79,1
o4-mini,3,500000,15,False,3452.91,3454.52,1
o4-mini,3,500000,30,False,2108.02,2107.18,1
o4-mini,3,500000,30,False,2108.02,2108.02,1
o4-mini,3,500000,30,False,2108.02,2107.77,1
o4-mini,3,500000,30,False,2108.02,2108.02,1
o4-mini,3,500000,30,False,2108.02,2108.0,1
o4-mini,3,600000,15,False,4143.49,4141.83,1
o4-mini,3,600000,15,False,4143.49,4141.26,1
o4-mini,3,600000,15,False,4143.49,4143.1,1
o4-mini,3,600000,15,False,4143.49,4143.44,1
o4-mini,3,600000,15,False,4143.49,4141.25,1
o4-mini,3,600000,30,False,2529.62,2529.6,1
o4-mini,3,600000,30,False,2529.62,2528.09,1
o4-mini,3,600000,30,False,2529.62,2528.02,1
o4-mini,3,600000,30,False,2529.62,2530.26,1
o4-mini,3,600000,30,False,2529.62,2529.62,1
o4-mini,3,700000,15,False,4834.07,4834.13,1
o4-mini,3,700000,15,False,4834.07,4834.24,1
o4-mini,3,700000,15,False,4834.07,4835.25,1
o4-mini,3,700000,15,False,4834.07,4834.03,1
o4-mini,3,700000,15,False,4834.07,4836.0,1
o4-mini,3,700000,30,False,2951.23,2951.2,1
o4-mini,3,700000,30,False,2951.23,2951.2,1
o4-mini,3,700000,30,False,2951.23,2950.42,1
o4-mini,3,700000,30,False,2951.23,2951.48,1
o4-mini,3,700000,30,False,2951.23,2950.33,1
o4-mini,3,800000,15,False,5524.65,5524.66,1
o4-mini,3,800000,15,False,5524.65,5527.34,1
o4-mini,3,800000,15,False,5524.65,5521.6,1
o4-mini,3,800000,15,False,5524.65,5521.55,1
o4-mini,3,800000,15,False,5524.65,5523.72,1
o4-mini,3,800000,30,False,3372.83,3372.8,1
o4-mini,3,800000,30,False,3372.83,3373.34,1
o4-mini,3,800000,30,False,3372.83,3371.48,1
o4-mini,3,800000,30,False,3372.83,3372.8,1
o4-mini,3,800000,30,False,3372.83,3372.83,1
o4-mini,3,900000,15,False,6215.23,6214.37,1
o4-mini,3,900000,15,False,6215.23,6213.38,1
o4-mini,3,900000,15,False,6215.23,6209.55,1
o4-mini,3,900000,15,False,6215.23,6216.18,1
o4-mini,3,900000,15,False,6215.23,6209.52,1
o4-mini,3,900000,30,False,3794.44,3794.6,1
o4-mini,3,900000,30,False,3794.44,3794.18,1
o4-mini,3,900000,30,False,3794.44,3795.11,1
o4-mini,3,900000,30,False,3794.44,3795.02,1
o4-mini,3,900000,30,False,3794.44,3794.4,1
o4-mini,3,1000000,15,False,6905.82,6905.09,1
o4-mini,3,1000000,15,False,6905.82,6900.16,1
o4-mini,3,1000000,15,False,6905.82,6905.73,1
o4-mini,3,1000000,15,False,6905.82,6905.82,1
o4-mini,3,1000000,15,False,6905.82,6904.84,1
o4-mini,3,1000000,30,False,4216.04,4216.42,1
o4-mini,3,1000000,30,False,4216.04,4216.04,1
o4-mini,3,1000000,30,False,4216.04,4214.64,1
o4-mini,3,1000000,30,False,4216.04,4216.04,1
o4-mini,3,1000000,30,False,4216.04,4216.04,1
o4-mini,3,1100000,15,False,7596.4,7591.98,1
o4-mini,3,1100000,15,False,7596.4,7593.58,1
o4-mini,3,1100000,15,False,7596.4,7598.0,1
o4-mini,3,1100000,15,False,7596.4,7590.19,1
o4-mini,3,1100000,15,False,7596.4,7591.03,1
o4-mini,3,1100000,30,False,4637.64,4637.87,1
o4-mini,3,1100000,30,False,4637.64,4637.85,1
o4-mini,3,1100000,30,False,4637.64,4637.6,1
o4-mini,3,1100000,30,False,4637.64,4635.96,1
o4-mini,3,1100000,30,False,4637.64,4637.6,1
o4-mini,3,1200000,15,False,8286.98,8286.83,1
o4-mini,3,1200000,15,False,8286.98,8284.65,1
o4-mini,3,1200000,15,False,8286.98,8287.06,1
o4-mini,3,1200000,15,False,8286.98,8285.72,1
o4-mini,3,1200000,15,False,8286.98,8286.59,1
o4-mini,3,1200000,30,False,5059.25,5059.25,1
o4-mini,3,1200000,30,False,5059.25,5059.26,1
o4-mini,3,1200000,30,False,5059.25,5059.22,1
o4-mini,3,1200000,30,False,5059.25,5059.27,1
o4-mini,3,1200000,30,False,5059.25,5058.18,1
o4-mini,4,300000,15,False,2219.06,2219.22,1
o4-mini,4,300000,15,False,2219.06,2219.06,1
o4-mini,4,300000,15,False,2219.06,2219.6,1
o4-mini,4,300000,15,False,2219.06,2218.04,1
o4-mini,4,300000,15,False,2219.06,2219.07,1
o4-mini,4,300000,30,False,1432.25,1432.25,1
o4-mini,4,300000,30,False,1432.25,1432.25,1
o4-mini,4,300000,30,False,1432.25,1432.25,1
o4-mini,4,300000,30,False,1432.25,1432.25,1
o4-mini,4,300000,30,False,1432.25,1432.25,1
o4-mini,4,400000,15,False,2958.75,2958.53,1
o4-mini,4,400000,15,False,2958.75,2959.22,1
o4-mini,4,400000,15,False,2958.75,2958.84,1
o4-mini,4,400000,15,False,2958.75,2959.19,1
o4-mini,4,400000,15,False,2958.75,2958.75,1
o4-mini,4,400000,30,False,1909.66,1909.66,1
o4-mini,4,400000,30,False,1909.66,1909.66,1
o4-mini,4,400000,30,False,1909.66,1909.66,1
o4-mini,4,400000,30,False,1909.66,1909.66,1
o4-mini,4,400000,30,False,1909.66,1909.66,1
o4-mini,4,500000,15,False,3698.44,3696.86,1
o4-mini,4,500000,15,False,3698.44,3698.45,1
o4-mini,4,500000,15,False,3698.44,3698.01,1
o4-mini,4,500000,15,False,3698.44,3696.67,1
o4-mini,4,500000,15,False,3698.44,3696.46,1
o4-mini,4,500000,30,False,2387.08,2387.08,1
o4-mini,4,500000,30,False,2387.08,2387.08,1
o4-mini,4,500000,30,False,2387.08,2387.07,1
o4-mini,4,500000,30,False,2387.08,2386.66,1
o4-mini,4,500000,30,False,2387.08,2387.08,1
o4-mini,4,600000,15,False,4438.13,4436.68,1
o4-mini,4,600000,15,False,4438.13,4438.71,1
o4-mini,4,600000,15,False,4438.13,4440.96,1
o4-mini,4,600000,15,False,4438.13,4436.43,1
o4-mini,4,600000,15,False,4438.13,4440.41,1
o4-mini,4,600000,30,False,2864.49,2864.52,1
o4-mini,4,600000,30,False,2864.49,2864.49,1
o4-mini,4,600000,30,False,2864.49,2864.81,1
o4-mini,4,600000,30,False,2864.49,2864.49,1
o4-mini,4,600000,30,False,2864.49,2864.74,1
o4-mini,4,700000,15,False,5177.82,5177.9,1
o4-mini,4,700000,15,False,5177.82,5177.89,1
o4-mini,4,700000,15,False,5177.82,5178.85,1
o4-mini,4,700000,15,False,5177.82,5176.39,1
o4-mini,4,700000,15,False,5177.82,5178.46,1
o4-mini,4,700000,30,False,3341.91,3341.94,1
o4-mini,4,700000,30,False,3341.91,3341.8,1
o4-mini,4,700000,30,False,3341.91,3342.24,1
o4-mini,4,700000,30,False,3341.91,3341.91,1
o4-mini,4,700000,30,False,3341.91,3341.88,1
o4-mini,4,800000,15,False,5917.5,5915.86,1
o4-mini,4,800000,15,False,5917.5,5919.01,1
o4-mini,4,800000,15,False,5917.5,5919.69,1
o4-mini,4,800000,15,False,5917.5,5915.21,1
o4-mini,4,800000,15,False,5917.5,5917.49,1
o4-mini,4,800000,30,False,3819.32,3819.32,1
o4-mini,4,800000,30,False,3819.32,3819.28,1
o4-mini,4,800000,30,False,3819.32,3819.32,1
o4-mini,4,800000,30,False,3819.32,3819.36,1
o4-mini,4,800000,30,False,3819.32,3819.45,1
o4-mini,4,900000,15,False,6657.19,6657.21,1
o4-mini,4,900000,15,False,6657.19,6657.62,1
o4-mini,4,900000,15,False,6657.19,6657.0,1
o4-mini,4,900000,15,False,6657.19,6653.55,1
o4-mini,4,900000,15,False,6657.19,6657.14,1
o4-mini,4,900000,30,False,4296.74,4297.16,1
o4-mini,4,900000,30,False,4296.74,4295.73,1
o4-mini,4,900000,30,False,4296.74,4296.02,1
o4-mini,4,900000,30,False,4296.74,4296.73,1
o4-mini,4,900000,30,False,4296.74,4296.75,1
o4-mini,4,1000000,15,False,7396.88,7396.0,1
o4-mini,4,1000000,15,False,7396.88,7396.89,1
o4-mini,4,1000000,15,False,7396.88,7396.89,1
o4-mini,4,1000000,15,False,7396.88,7396.9,1
o4-mini,4,1000000,15,False,7396.88,7396.05,1
o4-mini,4,1000000,30,False,4774.15,4774.15,1
o4-mini,4,1000000,30,False,4774.15,4774.15,1
o4-mini,4,1000000,30,False,4774.15,4774.15,1
o4-mini,4,1000000,30,False,4774.15,4774.15,1
o4-mini,4,1000000,30,False,4774.15,4774.2,1
o4-mini,4,1100000,15,False,8136.57,8139.25,1
o4-mini,4,1100000,15,False,8136.57,8139.56,1
o4-mini,4,1100000,15,False,8136.57,8135.77,1
o4-mini,4,1100000,15,False,8136.57,8146.71,1
o4-mini,4,1100000,15,False,8136.57,8136.59,1
o4-mini,4,1100000,30,False,5251.57,5250.04,1
o4-mini,4,1100000,30,False,5251.57,5251.57,1
o4-mini,4,1100000,30,False,5251.57,5251.57,1
o4-mini,4,1100000,30,False,5251.57,5251.24,1
o4-mini,4,1100000,30,False,5251.57,5251.48,1
o4-mini,4,1200000,15,False,8876.26,8875.0,1
o4-mini,4,1200000,15,False,8876.26,8876.49,1
o4-mini,4,1200000,15,False,8876.26,8876.28,1
o4-mini,4,1200000,15,False,8876.26,8872.24,1
o4-mini,4,1200000,15,False,8876.26,8876.26,1
o4-mini,4,1200000,30,False,5728.98,5728.22,1
o4-mini,4,1200000,30,False,5728.98,5728.98,1
o4-mini,4,1200000,30,False,5728.98,5729.01,1
o4-mini,4,1200000,30,False,5728.98,5727.49,1
o4-mini,4,1200000,30,False,5728.98,5728.98,1
o4-mini,5,300000,15,False,2372.38,2373.75,1
o4-mini,5,300000,15,False,2372.38,2372.25,1
o4-mini,5,300000,15,False,2372.38,2372.03,1
o4-mini,5,300000,15,False,2372.38,2373.36,1
o4-mini,5,300000,15,False,2372.38,2372.04,1
o4-mini,5,300000,30,False,1610.46,1610.46,1
o4-mini,5,300000,30,False,1610.46,1610.46,1
o4-mini,5,300000,30,False,1610.46,1610.46,1
o4-mini,5,300000,30,False,1610.46,1610.46,1
o4-mini,5,300000,30,False,1610.46,1610.46,1
o4-mini,5,400000,15,False,3163.17,3163.36,1
